8249ab37d	2026-09-02	REBUILD	mixed	30	17	0	feat: add Anthropic reasoning effort pricing controls	backend/internal/handler/admin/channel_handler.go;backend/internal/handler/admin/channel_handler_test.go;backend/internal/handler/admin/group_handler.go;backend/internal/handler/available_channel_handler.go;backend/internal/handler/composite_platform.go;backend/internal/handler/composite_platform_test.go;backend/internal/handler/dto/types.go;backend/internal/handler/gateway_handler.go;backend/internal/repository/channel_repo_pricing.go;backend/internal/repository/channel_repo_pricing_time_test.go;backend/internal/service/account_stats_pricing.go;backend/internal/service/account_stats_pricing_test.go;backend/internal/service/admin_service.go;backend/internal/service/admin_service_group_test.go;backend/internal/service/api_key_auth_cache.go;backend/internal/service/billing_service.go;backend/internal/service/billing_service_test.go;backend/internal/service/billing_token_cost_request.go;backend/internal/service/billing_token_cost_request_test.go;backend/internal/service/channel.go;backend/internal/service/channel_available.go;backend/internal/service/gateway_usage_billing.go;backend/internal/service/group.go;backend/internal/service/model_plaza_service.go;backend/internal/service/model_plaza_service_test.go;backend/internal/service/model_pricing_resolver.go;backend/internal/service/openai_gateway_usage.go;backend/internal/service/openai_reasoning_effort_policy.go;backend/internal/service/openai_reasoning_effort_policy_test.go;backend/migrations/234_channel_max_reasoning_effort_multiplier.sql;frontend/src/api/admin/channels.ts;frontend/src/api/channels.ts;frontend/src/components/admin/channel/PricingEntryCard.vue;frontend/src/components/admin/channel/__tests__/PricingEntryCard.timePricing.spec.ts;frontend/src/components/admin/channel/types.ts;frontend/src/components/modelPlaza/PlazaModelPricingTable.vue;frontend/src/components/modelPlaza/__tests__/PlazaModelPricingTable.spec.ts;frontend/src/i18n/locales/en/admin/channels.ts;frontend/src/i18n/locales/en/admin/overview.ts;frontend/src/i18n/locales/en/dashboard.ts;frontend/src/i18n/locales/zh/admin/channels.ts;frontend/src/i18n/locales/zh/admin/overview.ts;frontend/src/i18n/locales/zh/dashboard.ts;frontend/src/types/index.ts;frontend/src/views/admin/ChannelsView.vue;frontend/src/views/admin/__tests__/groupsReasoningEffort.spec.ts;frontend/src/views/admin/groupsReasoningEffort.ts
10c8f523c	2026-09-03	MERGE	mixed	2	0	0	fix(openai): preserve passthrough reasoning effort	backend/internal/service/openai_gateway_request_body.go;backend/internal/service/openai_gateway_request_body_reasoning_test.go
b6740c937	2026-09-03	MERGE	mixed	2	0	0	fix(openai): recover unavailable continuation responses	backend/internal/service/openai_compat_model_test.go;backend/internal/service/openai_messages_continuation.go
fdc2ec17e	2026-09-03	MERGE	mixed	2	0	1	feat(pricing): fallback/override 定价文件按内容哈希随定时器热重载	backend/internal/service/pricing_service.go;backend/internal/service/pricing_service_hot_reload_test.go;deploy/config.example.yaml
5e4958c88	2026-09-03	MERGE	mixed	4	0	0	fix(openai): schedule accounts with mapped model	backend/internal/handler/openai_chat_completions.go;backend/internal/handler/openai_embeddings.go;backend/internal/handler/openai_gateway_handler.go;backend/internal/handler/openai_gateway_handler_test.go
af90a9bd1	2026-09-03	MERGE	mixed	2	0	0	fix(openai): 兼容历史任务委派续聊	backend/internal/handler/openai_delegation_bootstrap_test.go;backend/internal/handler/openai_gateway_handler.go
62198286e	2026-09-03	MERGE	mixed	7	0	0	[verified] fix(handler): distinguish gateway admission rejections	backend/internal/handler/concurrency_error_response.go;backend/internal/handler/concurrency_error_response_test.go;backend/internal/handler/gateway_handler.go;backend/internal/handler/gateway_handler_responses.go;backend/internal/handler/openai_gateway_handler.go;backend/internal/handler/stream_error_event.go;backend/internal/handler/stream_error_event_test.go
e9e3c46cb	2026-08-25	MERGE	mixed	46	0	0	fix(ops): snapshot proxy on upstream errors	backend/dev-docs/upstream-error-proxy-attribution.md;backend/internal/service/antigravity_gateway_claude.go;backend/internal/service/antigravity_gateway_compat.go;backend/internal/service/antigravity_gateway_gemini.go;backend/internal/service/antigravity_gateway_retry.go;backend/internal/service/antigravity_gateway_streaming.go;backend/internal/service/gateway_anthropic_passthrough.go;backend/internal/service/gateway_bedrock.go;backend/internal/service/gateway_count_tokens.go;backend/internal/service/gateway_forward.go;backend/internal/service/gateway_forward_as_chat_completions.go;backend/internal/service/gateway_forward_as_responses.go;backend/internal/service/gateway_upstream_response.go;backend/internal/service/gemini_chat_completions_compat_service.go;backend/internal/service/gemini_messages_compat_service.go;backend/internal/service/grok_credential_failure.go;backend/internal/service/grok_credential_failure_test.go;backend/internal/service/grok_media.go;backend/internal/service/openai_embeddings.go;backend/internal/service/openai_first_output_timeout.go;backend/internal/service/openai_gateway_cc_pipeline.go;backend/internal/service/openai_gateway_chat_completions.go;backend/internal/service/openai_gateway_chat_completions_anthropic_native.go;backend/internal/service/openai_gateway_chat_completions_raw.go;backend/internal/service/openai_gateway_count_tokens.go;backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_gateway_grok.go;backend/internal/service/openai_gateway_grok_chat_bridge.go;backend/internal/service/openai_gateway_messages.go;backend/internal/service/openai_gateway_messages_anthropic_native.go;backend/internal/service/openai_gateway_passthrough.go;backend/internal/service/openai_gateway_responses_anthropic_native.go;backend/internal/service/openai_gateway_service.go;backend/internal/service/openai_gateway_upstream_errors.go;backend/internal/service/openai_gateway_usage_integrity.go;backend/internal/service/openai_images.go;backend/internal/service/openai_images_responses.go;backend/internal/service/openai_silent_refusal.go;backend/internal/service/openai_upstream_transport_error.go;backend/internal/service/openai_upstream_transport_error_handle_test.go;backend/internal/service/openai_ws_fallback_test.go;backend/internal/service/ops_queue_sanitize_test.go;backend/internal/service/ops_repo_mock_test.go;backend/internal/service/ops_service.go;backend/internal/service/ops_upstream_context.go;backend/internal/service/ops_upstream_context_test.go
4c1f920d5	2026-09-03	MERGE	mixed	18	0	0	fix(ops): close proxy attribution gaps and bound queued upstream events	backend/dev-docs/upstream-error-proxy-attribution.md;backend/internal/service/gateway_upstream_transport_error.go;backend/internal/service/gateway_upstream_transport_error_test.go;backend/internal/service/openai_compact_fallback.go;backend/internal/service/openai_compact_fallback_test.go;backend/internal/service/openai_first_output_timeout.go;backend/internal/service/openai_first_output_timeout_test.go;backend/internal/service/openai_gateway_chat_completions_raw_test.go;backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_gateway_response_handling.go;backend/internal/service/openai_gateway_service.go;backend/internal/service/openai_raw_stream_truncation.go;backend/internal/service/openai_ws_fallback_test.go;backend/internal/service/openai_ws_v2_passthrough_adapter.go;backend/internal/service/ops_queue_sanitize_test.go;backend/internal/service/ops_service.go;backend/internal/service/ops_upstream_context.go;backend/internal/service/ops_upstream_context_test.go
78fc7b171	2026-09-03	MERGE	already-present	1	0	0	test: skip live token comparison on network errors	backend/internal/service/openai_gateway_count_tokens_test.go
abc07bb07	2026-09-03	MERGE	already-present	3	0	0	test(ops): satisfy errcheck and gofmt in proxy attribution tests	backend/internal/service/openai_first_output_timeout_test.go;backend/internal/service/openai_ws_fallback_test.go;backend/internal/service/ops_queue_sanitize_test.go
b1748c4ea	2026-09-03	MERGE	review	0	0	5	chore: update sponsors	README.md;README_CN.md;README_JA.md;assets/partners/logos/novada.png;assets/partners/logos/sui-xiang.jpg
de8d756af	2026-09-03	REBUILD	already-present	3	2	0	fix(payment): reconcile pending Alipay orders	backend/internal/service/payment_order_expiry_service.go;backend/internal/service/payment_order_lifecycle.go;backend/internal/service/payment_order_lifecycle_test.go;frontend/src/components/payment/PaymentStatusPanel.vue;frontend/src/components/payment/__tests__/PaymentStatusPanel.spec.ts
28dde982c	2026-09-03	MERGE	mixed	2	0	0	fix(openai): normalize automation heartbeat bootstrap	backend/internal/handler/openai_automation_bootstrap_test.go;backend/internal/handler/openai_gateway_handler.go
de27905e8	2026-09-02	REBUILD	mixed	45	17	0	feat(usage): 用量记录落库上游请求标识并支持按账户配置响应头名	backend/internal/handler/admin/account_handler.go;backend/internal/handler/dto/mappers.go;backend/internal/handler/dto/types.go;backend/internal/repository/migrations_runner.go;backend/internal/repository/usage_log_repo_insert.go;backend/internal/repository/usage_log_repo_insert_shape_unit_test.go;backend/internal/repository/usage_log_repo_query.go;backend/internal/repository/usage_log_repo_request_type_test.go;backend/internal/service/antigravity_gateway_claude.go;backend/internal/service/antigravity_gateway_compat.go;backend/internal/service/antigravity_gateway_gemini.go;backend/internal/service/gateway_anthropic_passthrough.go;backend/internal/service/gateway_bedrock.go;backend/internal/service/gateway_forward.go;backend/internal/service/gateway_forward_as_chat_completions.go;backend/internal/service/gateway_forward_as_responses.go;backend/internal/service/gateway_service.go;backend/internal/service/gateway_upstream_response.go;backend/internal/service/gateway_usage_billing.go;backend/internal/service/gemini_chat_completions_compat_service.go;backend/internal/service/gemini_messages_compat_service.go;backend/internal/service/grok_audio.go;backend/internal/service/grok_media.go;backend/internal/service/openai_alpha_search.go;backend/internal/service/openai_embeddings.go;backend/internal/service/openai_gateway_chat_completions.go;backend/internal/service/openai_gateway_chat_completions_anthropic_native.go;backend/internal/service/openai_gateway_chat_completions_raw.go;backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_gateway_grok.go;backend/internal/service/openai_gateway_messages.go;backend/internal/service/openai_gateway_messages_anthropic_native.go;backend/internal/service/openai_gateway_messages_chat_fallback.go;backend/internal/service/openai_gateway_passthrough.go;backend/internal/service/openai_gateway_responses_anthropic_native.go;backend/internal/service/openai_gateway_responses_chat_fallback.go;backend/internal/service/openai_gateway_service.go;backend/internal/service/openai_gateway_usage.go;backend/internal/service/openai_images.go;backend/internal/service/openai_images_responses.go;backend/internal/service/upstream_request_id.go;backend/internal/service/upstream_request_id_test.go;backend/internal/service/usage_log.go;backend/migrations/232_add_usage_log_upstream_request_id.sql;backend/migrations/233_add_usage_log_upstream_request_id_index_notx.sql;frontend/src/components/account/CreateAccountModal.vue;frontend/src/components/account/EditAccountModal.vue;frontend/src/components/account/UpstreamRequestIdHeaderField.vue;frontend/src/components/account/__tests__/CreateAccountModal.spec.ts;frontend/src/components/account/__tests__/EditAccountModal.spec.ts;frontend/src/components/account/__tests__/UpstreamRequestIdHeaderField.spec.ts;frontend/src/components/admin/usage/UsageTable.vue;frontend/src/components/admin/usage/__tests__/UsageTable.spec.ts;frontend/src/components/common/HelpTooltip.vue;frontend/src/components/common/__tests__/HelpTooltip.spec.ts;frontend/src/i18n/locales/en/admin/accounts.ts;frontend/src/i18n/locales/en/admin/resources.ts;frontend/src/i18n/locales/zh/admin/accounts.ts;frontend/src/i18n/locales/zh/admin/resources.ts;frontend/src/types/index.ts;frontend/src/views/admin/UsageView.vue;frontend/src/views/admin/__tests__/UsageView.spec.ts
3e60c3b86	2026-09-02	MERGE	review	4	0	0	fix: add compact admin account list DTO	backend/internal/handler/admin/account_handler.go;backend/internal/handler/admin/account_handler_list_test.go;backend/internal/handler/dto/mappers.go;backend/internal/handler/dto/types.go
994192ef4	2026-09-02	REBUILD	review	0	2	0	fix: type admin account list responses	frontend/src/api/admin/accounts.ts;frontend/src/types/index.ts
db15e0090	2026-09-02	REBUILD	review	0	2	0	fix: keep account table on compact list responses	frontend/src/views/admin/AccountsView.vue;frontend/src/views/admin/__tests__/AccountsView.lite.spec.ts
a3a6a85b7	2026-09-03	MERGE	review	1	0	0	test(admin): assert nested credential redaction in lite lists	backend/internal/handler/admin/account_handler_list_test.go
f5ae32e53	2026-09-02	MERGE	already-present	4	0	0	fix(gateway): normalize GLM-5.3 thinking effort	backend/internal/service/gateway_request.go;backend/internal/service/gateway_request_test.go;backend/internal/service/openai_gateway_messages_anthropic_native.go;backend/internal/service/openai_gateway_messages_anthropic_native_test.go
3c8be0013	2026-09-04	REBUILD	mixed	13	4	0	feat(openai): add GPT-6 Astra support	backend/internal/pkg/openai/constants.go;backend/internal/pkg/openai/constants_test.go;backend/internal/service/billing_service.go;backend/internal/service/openai_codex_models_service.go;backend/internal/service/openai_codex_models_service_test.go;backend/internal/service/openai_codex_transform.go;backend/internal/service/openai_codex_transform_test.go;backend/internal/service/openai_gateway_request_body.go;backend/internal/service/openai_gpt56_max_test.go;backend/internal/service/openai_model_alias.go;backend/internal/service/openai_model_alias_test.go;backend/internal/service/pricing_service.go;backend/internal/service/pricing_service_test.go;frontend/src/components/keys/UseKeyModal.vue;frontend/src/components/keys/__tests__/UseKeyModal.spec.ts;frontend/src/composables/__tests__/useModelWhitelist.spec.ts;frontend/src/composables/useModelWhitelist.ts
126ac24c8	2026-09-04	REBUILD	review	17	11	0	feat(codex): support ultrafast service tier	backend/internal/handler/admin/admin_helpers_test.go;backend/internal/handler/openai_service_tier_validation_test.go;backend/internal/service/billing_service.go;backend/internal/service/billing_service_test.go;backend/internal/service/channel_pricing_multipliers_test.go;backend/internal/service/openai_codex_models_service.go;backend/internal/service/openai_codex_models_service_test.go;backend/internal/service/openai_fast_policy_test.go;backend/internal/service/openai_fast_policy_ws_test.go;backend/internal/service/openai_fast_service_tier_test.go;backend/internal/service/openai_gateway_chat_completions_test.go;backend/internal/service/openai_gateway_record_usage_test.go;backend/internal/service/openai_gateway_request_body.go;backend/internal/service/openai_routing_hint.go;backend/internal/service/openai_routing_hint_test.go;backend/internal/service/setting_features.go;backend/internal/service/settings_view.go;frontend/src/api/admin/settings.ts;frontend/src/components/admin/usage/__tests__/UsageTable.spec.ts;frontend/src/i18n/__tests__/openaiFastPolicyLocales.spec.ts;frontend/src/i18n/__tests__/usageServiceTierLocales.spec.ts;frontend/src/i18n/locales/en/admin/settings.ts;frontend/src/i18n/locales/en/dashboard.ts;frontend/src/i18n/locales/zh/admin/settings.ts;frontend/src/i18n/locales/zh/dashboard.ts;frontend/src/utils/__tests__/usageServiceTier.spec.ts;frontend/src/utils/usageServiceTier.ts;frontend/src/views/admin/SettingsView.vue
aa556c372	2026-09-04	REBUILD	review	0	2	0	fix(frontend): allow collapsing sidebar groups while a child route is active	frontend/src/components/layout/AppSidebar.vue;frontend/src/components/layout/__tests__/AppSidebar.spec.ts
6cf645f87	2026-09-04	MERGE	mixed	5	0	0	fix(openai): scope OpenCode session forwarding	backend/internal/service/openai_gateway_cc_pipeline.go;backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_gateway_passthrough.go;backend/internal/service/openai_opencode_session.go;backend/internal/service/openai_opencode_session_test.go
27bcec764	2026-09-04	MERGE	mixed	8	0	0	feat(antigravity): support Gemini 3.8 Flash models	backend/internal/domain/constants.go;backend/internal/domain/constants_test.go;backend/internal/pkg/antigravity/claude_types.go;backend/internal/pkg/antigravity/claude_types_test.go;backend/internal/service/account.go;backend/internal/service/billing_service.go;backend/internal/service/pricing_service.go;backend/internal/service/pricing_service_test.go
8ed57b000	2026-09-04	MERGE	review	8	0	0	feat(antigravity): support Gemini 3.7 Flash models	backend/internal/domain/constants.go;backend/internal/domain/constants_test.go;backend/internal/pkg/antigravity/claude_types.go;backend/internal/pkg/antigravity/claude_types_test.go;backend/internal/service/account.go;backend/internal/service/billing_service.go;backend/internal/service/pricing_service.go;backend/internal/service/pricing_service_test.go
c7538cd25	2026-09-04	MERGE	mixed	2	0	0	fix(codex): advertise search capability for bridged routes	backend/internal/service/openai_codex_model_metadata_test.go;backend/internal/service/openai_codex_models_service.go
51631d032	2026-09-04	MERGE	mixed	3	0	0	fix(apicompat): preserve discovered tools in chat fallback	backend/internal/pkg/apicompat/chatcompletions_responses_bridge.go;backend/internal/pkg/apicompat/chatcompletions_responses_bridge_custom_tools_test.go;backend/internal/pkg/apicompat/responses_tool_search_discoveries.go
9ddf69698	2026-09-04	MERGE	already-present	2	0	0	fix(ops): preserve zero-valued system metrics	backend/internal/repository/ops_repo_metrics.go;backend/internal/repository/ops_repo_metrics_test.go
28f673e4c	2026-09-04	REBUILD	review	2	4	0	fix(gemini): honor custom native models list	backend/internal/handler/gemini_v1beta_handler.go;backend/internal/handler/gemini_v1beta_handler_test.go;frontend/src/i18n/locales/en/admin/overview.ts;frontend/src/i18n/locales/zh/admin/overview.ts;frontend/src/views/admin/GroupsView.vue;frontend/src/views/admin/__tests__/groupsModelsListLayout.spec.ts
1e28ef594	2026-09-04	REBUILD	mixed	35	6	0	feat(codex): pinned-accounts Codex model manifest for OpenAI groups	backend/ent/group.go;backend/ent/group/group.go;backend/ent/group_create.go;backend/ent/group_update.go;backend/ent/migrate/schema.go;backend/ent/mutation.go;backend/ent/runtime/runtime.go;backend/ent/schema/group.go;backend/internal/domain/codex_models_manifest_config.go;backend/internal/handler/admin/group_handler.go;backend/internal/handler/dto/group_mapper_codex_manifest_test.go;backend/internal/handler/dto/mappers.go;backend/internal/handler/dto/types.go;backend/internal/handler/openai_codex_models_handler.go;backend/internal/handler/openai_codex_models_handler_test.go;backend/internal/repository/api_key_repo.go;backend/internal/repository/api_key_repo_codex_manifest_projection_integration_test.go;backend/internal/repository/fixtures_integration_test.go;backend/internal/repository/group_repo.go;backend/internal/service/admin_group.go;backend/internal/service/admin_group_duplicate.go;backend/internal/service/admin_service.go;backend/internal/service/admin_service_group_test.go;backend/internal/service/api_key_auth_cache.go;backend/internal/service/api_key_auth_cache_codex_manifest_test.go;backend/internal/service/api_key_auth_cache_impl.go;backend/internal/service/api_key_auth_cache_openai_fast_test.go;backend/internal/service/api_key_auth_cache_profit_test.go;backend/internal/service/group.go;backend/internal/service/group_codex_models_manifest.go;backend/internal/service/openai_codex_models_pinned.go;backend/internal/service/openai_codex_models_pinned_test.go;backend/internal/service/openai_codex_models_service.go;backend/internal/service/openai_codex_models_service_test.go;backend/migrations/234_group_codex_models_manifest_config.sql;frontend/src/components/admin/group/CodexManifestAccountsField.vue;frontend/src/components/admin/group/__tests__/CodexManifestAccountsField.spec.ts;frontend/src/i18n/locales/en/admin/overview.ts;frontend/src/i18n/locales/zh/admin/overview.ts;frontend/src/types/index.ts;frontend/src/views/admin/GroupsView.vue
e9bad40b1	2026-09-04	MERGE	already-present	5	0	0	feat(claude): allow operators to override the advertised CLI version	backend/internal/pkg/claude/cli_version.go;backend/internal/pkg/claude/cli_version_test.go;backend/internal/pkg/claude/constants.go;backend/internal/service/gateway_claude_oauth_body.go;backend/internal/service/identity_service.go
4aaf5cb73	2026-09-05	MERGE	mixed	3	0	0	fix(openai): enable Astra messages prompt caching	backend/internal/service/openai_compat_model_test.go;backend/internal/service/openai_compat_prompt_cache_key.go;backend/internal/service/openai_compat_prompt_cache_key_test.go
6271c517d	2026-09-04	MERGE	already-present	2	0	0	fix(apicompat): preserve arguments from done events	backend/internal/pkg/apicompat/chatcompletions_responses_test.go;backend/internal/pkg/apicompat/responses_to_chatcompletions.go
7969751f1	2026-09-05	REBUILD	already-present	2	4	0	feat(openai): allow none as reasoning mapping source	backend/internal/service/openai_reasoning_effort_policy.go;backend/internal/service/openai_reasoning_effort_policy_test.go;frontend/src/components/admin/group/ReasoningEffortPolicyFields.vue;frontend/src/components/admin/group/__tests__/ReasoningEffortPolicyFields.spec.ts;frontend/src/views/admin/__tests__/groupsReasoningEffort.spec.ts;frontend/src/views/admin/groupsReasoningEffort.ts
983a3db3a	2026-09-05	REBUILD	review	8	8	0	fix(openai): persist GPT-6 Astra Codex capabilities from upstream sync	backend/internal/pkg/openai/constants.go;backend/internal/pkg/openai/constants_test.go;backend/internal/service/billing_service.go;backend/internal/service/openai_codex_models_service.go;backend/internal/service/openai_codex_models_service_test.go;backend/internal/service/openai_model_alias.go;backend/internal/service/upstream_models.go;backend/internal/service/upstream_models_test.go;frontend/src/components/account/CreateAccountModal.vue;frontend/src/components/account/EditAccountModal.vue;frontend/src/components/account/ModelWhitelistSelector.vue;frontend/src/components/account/__tests__/ModelWhitelistSelector.spec.ts;frontend/src/composables/__tests__/useModelWhitelist.spec.ts;frontend/src/composables/useModelWhitelist.ts;frontend/src/i18n/locales/en/admin/accounts.ts;frontend/src/i18n/locales/zh/admin/accounts.ts
a016bd4ba	2026-09-05	MERGE	review	1	0	0	style: gofmt upstream models capability sync tests	backend/internal/service/upstream_models_test.go
1cab4d8c2	2026-09-05	MERGE	review	1	0	0	fix: make custom pricing reload coherent	backend/internal/service/pricing_service.go
708b85a6a	2026-09-05	REBUILD	review	3	1	0	fix: complete upstream request id handling	backend/internal/service/admin_account.go;backend/internal/service/antigravity_gateway_upstream.go;backend/internal/service/upstream_request_id.go;frontend/src/components/account/CreateAccountModal.vue
91cf66037	2026-09-05	MERGE	mixed	5	0	0	Merge pull request #6397 from feeeei/fix/openai-ws-replay-oom-6382	backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_ws_forwarder_ingress.go;backend/internal/service/openai_ws_forwarder_ingress_session_test.go;backend/internal/service/openai_ws_forwarder_payload.go;backend/internal/service/openai_ws_http_bridge.go
